Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
28093,Far Afield,Susanna Kaysen,"Kaysen, Susanna",,"=""0679753761""","=""9780679753766""",0,3.86,Knopf Doubleday Publishing Group,Paperback,350,1994,1990,,2020/08/28,to-read,to-read (#676),to-read,,,,0,0
28091,"Asa, as I Knew Him",Susanna Kaysen,"Kaysen, Susanna",,"=""067975377X""","=""9780679753773""",0,3.55,Vintage Contemporaries,Paperback,159,1994,1987,,2020/08/28,to-read,to-read (#675),to-read,,,,0,0
574702,I Lock My Door upon Myself,Joyce Carol Oates,"Oates, Joyce Carol",,"=""0880012609""","=""9780880012607""",0,3.73,Ecco Pr,Hardcover,98,1990,1990,,2020/08/28,to-read,to-read (#674),to-read,,,,0,0
50609268,We Had No Rules,Corinne  Manning,"Manning, Corinne",,"=""1551527995""","=""9781551527994""",2,3.83,Arsenal Pulp Press,Paperback,192,2020,2020,2020/08/28,2020/07/23,,,read,"Clumsy stories, too obsessed with queer theory. Felt mechanical, predictable, boring. ",,,1,0
31945215,Adua,Igiaba Scego,"Scego, Igiaba",Jamie Richards,"=""1939931452""","=""9781939931450""",0,3.48,New Vessel Press,Paperback,183,2017,2015,,2020/08/27,to-read,to-read (#673),to-read,,,,0,0
40237027,Insurrecto,Gina Apostol,"Apostol, Gina",,"=""1616959444""","=""9781616959449""",0,3.50,Soho Press,Hardcover,316,2018,2018,,2020/08/27,to-read,to-read (#672),to-read,,,,0,0
70535,"2001: A Space Odyssey (Space Odyssey, #1)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""""","=""""",0,4.18,Roc,Paperback,297,2000,1968,,2020/08/25,to-read,to-read (#671),to-read,,,,0,0
13259262,The Martian Chronicles,Ray Bradbury,"Bradbury, Ray",,"=""1451678193""","=""9781451678192""",0,4.16,Simon & Schuster,Mass Market Paperback,241,2012,1950,,2020/08/25,to-read,to-read (#670),to-read,,,,0,0
321566,Dictionary of the Khazars,Milorad Pavić,"Pavić, Milorad",Christina Pribićević-Zorić,"=""0679724613""","=""9780679724612""",0,4.17,Vintage,Paperback,338,1989,1983,,2020/08/16,to-read,to-read (#669),to-read,,,,0,0
6621264,Aracoeli,Elsa Morante,"Morante, Elsa",William Weaver,"=""1934824151""","=""9781934824153""",0,3.91,Open Letter,Paperback,311,2009,1982,,2020/08/13,to-read,to-read (#668),to-read,,,,0,0
6104558,Lo que la noche le cuenta al día,Hector Bianciotti,"Bianciotti, Hector",,"=""8472236641""","=""9788472236646""",0,3.11,Tusquets Editores,paperback,280,1993,1992,,2020/08/13,to-read,to-read (#667),to-read,,,,0,0
2880491,Cobra,Severo Sarduy,"Sarduy, Severo",Suzanne Jill Levine,"=""0525082379""","=""9780525082378""",0,3.84,Dutton,Hardcover,176,1975,1972,,2020/08/13,to-read,to-read (#666),to-read,,,,0,0
25729688,La Giganta,Patricia Laurent Kullick,"Kullick, Patricia Laurent",,"=""6074216703""","=""9786074216707""",0,4.09,Tusquets,Paperback,131,2015,2015,,2020/08/11,to-read,to-read (#665),to-read,,,,0,0
40749395,Lot,Bryan Washington,"Washington, Bryan",,"=""0525533672""","=""9780525533672""",0,3.75,Riverhead Books,Hardcover,240,2019,2019,,2020/08/03,to-read,to-read (#664),to-read,,,,0,0
36144557,A Cathedral of Myth and Bone,Kat Howard,"Howard, Kat",,"=""1481492152""","=""9781481492157""",0,3.90,Saga Press,Hardcover,368,2019,2019,,2020/08/03,to-read,to-read (#663),to-read,,,,0,0
36860760,How to Love a Jamaican,Alexia Arthurs,"Arthurs, Alexia",,"=""1524799203""","=""9781524799205""",0,3.85,Ballantine Books,Hardcover,243,2018,2018,,2020/08/03,to-read,to-read (#662),to-read,,,,0,0
38458438,The Houseguest and Other Stories,Amparo Dávila,"Dávila, Amparo","Matthew Gleeson, Audrey Harris","=""0811228215""","=""9780811228213""",0,3.62,New Directions,Paperback,122,2018,2018,,2020/08/03,to-read,to-read (#661),to-read,,,,0,0
35952871,"You Think It, I'll Say It",Curtis Sittenfeld,"Sittenfeld, Curtis",,"=""0399592865""","=""9780399592867""",0,3.64,Random House,Hardcover,226,2018,2017,,2020/08/03,to-read,to-read (#660),to-read,,,,0,0
35135343,The Largesse of the Sea Maiden,Denis Johnson,"Johnson, Denis",,"=""0812988639""","=""9780812988635""",0,3.94,Random House,Hardcover,207,2018,2018,,2020/08/03,to-read,to-read (#659),to-read,,,,0,0
40855636,How Long 'til Black Future Month?,N.K. Jemisin,"Jemisin, N.K.",,"=""0316491349""","=""9780316491341""",0,4.27,Orbit,Hardcover,400,2018,2018,,2020/08/03,to-read,to-read (#658),to-read,,,,0,0
35082451,All the Names They Used for God,Anjali Sachdeva,"Sachdeva, Anjali",,"=""0399593004""","=""9780399593000""",0,4.03,The Dial Press,Hardcover,259,2018,2018,,2020/08/03,to-read,to-read (#657),to-read,,,,0,0
35458140,Bring Out the Dog: Stories,Will Mackin,"Mackin, Will",,"=""0812995643""","=""9780812995640""",0,3.71,Random House,Hardcover,173,2018,2018,,2020/08/03,to-read,to-read (#656),to-read,,,,0,0
35297351,Heads of the Colored People,Nafissa Thompson-Spires,"Thompson-Spires, Nafissa",,"=""1501167995""","=""9781501167997""",0,4.11,37 Ink,Hardcover,224,2018,2018,,2020/08/03,to-read,to-read (#655),to-read,,,,0,0
85391,"Rabbit Is Rich (Rabbit Angstrom, #3)",John Updike,"Updike, John",,"=""0140249435""","=""9780140249439""",0,3.93,Penguin Books Ltd.,Paperback,480,1997,1981,,2020/07/23,to-read,to-read (#654),to-read,,,,0,0
7454258,Flannery O'Connor Complete Stories,Flannery O'Connor,"O'Connor, Flannery",Z. El-Bey,"=""1449920721""","=""9781449920722""",0,4.39,CreateSpace,Paperback,360,2009,2009,,2020/07/23,to-read,to-read (#653),to-read,,,,0,0
10920,Cold Mountain,Charles Frazier,"Frazier, Charles",,"=""0802142842""","=""9780802142849""",0,3.89,Grove Press,Paperback,449,2006,1997,,2020/07/23,to-read,to-read (#652),to-read,,,,0,0
469571,"All the Pretty Horses (The Border Trilogy, #1)",Cormac McCarthy,"McCarthy, Cormac",,"=""0679744398""","=""9780679744399""",0,4.06,Vintage,Paperback,302,1993,1992,,2020/07/23,to-read,to-read (#651),to-read,,,,0,0
5941033,Let the Great World Spin,Colum McCann,"McCann, Colum",,"=""1400063736""","=""9781400063734""",0,3.96,Random House,Hardcover,351,2009,2009,,2020/07/23,to-read,to-read (#650),to-read,,,,0,0
38898355,O Peso do Pássaro Morto,Aline Bei,"Bei, Aline",,"=""8569020236""","=""9788569020233""",0,4.45,Editora Nós,Paperback,168,2017,2017,,2020/07/23,to-read,to-read (#648),to-read,,,,0,0
581799,Histoire de la folie à l'âge classique,Michel Foucault,"Foucault, Michel",,"=""""","=""""",0,4.09,Editions Gallimard,Paperback,700,1976,1961,,2009/01/21,"to-read, non-fiction","to-read (#37), non-fiction (#14)",to-read,,,,0,0
33590210,An American Marriage,Tayari Jones,"Jones, Tayari",,"=""1616201347""","=""9781616201340""",0,3.93,Algonquin Books,Hardcover,308,2018,2018,,2020/07/09,to-read,to-read (#647),to-read,,,,0,0
43412920,"Ducks, Newburyport",Lucy Ellmann,"Ellmann, Lucy",,"=""191029697X""","=""9781910296974""",0,3.97,Galley Beggar Press,Paperback,1022,2019,2019,,2020/07/09,to-read,to-read (#646),to-read,,,,0,0
43706466,10 Minutes 38 Seconds in This Strange World,Elif Shafak,"Shafak, Elif",,"=""0241293863""","=""9780241293867""",0,4.09,Viking,Hardcover,312,2019,2019,,2020/07/09,to-read,to-read (#645),to-read,,,,0,0
15956630,The Myth of Wu Tao-Tzu,Sven Lindqvist,"Lindqvist, Sven",,"=""1847085229""","=""9781847085221""",0,3.50,Granta Books,Paperback,128,2014,1967,,2020/07/09,to-read,to-read (#643),to-read,,,,0,0
3066,The Fixer,Bernard Malamud,"Malamud, Bernard",Jonathan Safran Foer,"=""0374529388""","=""9780374529383""",0,3.98,"Farrar, Straus and Giroux",Paperback,335,2004,1966,,2020/07/08,to-read,to-read (#642),to-read,,,,0,0
89231,Augustus,John  Williams,"Williams, John",,"=""1400076730""","=""9781400076734""",0,4.25,Vintage,Paperback,336,2004,1972,,2020/07/08,to-read,to-read (#641),to-read,,,,0,0
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""1857231384""","=""9781857231380""",0,3.85,Orbit,Paperback,467,1988,1987,,2020/07/08,to-read,to-read (#640),to-read,,,,0,0
13651,The Dispossessed: An Ambiguous Utopia,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.26,Harper Voyager,Paperback,387,1994,1974,,2020/07/08,to-read,to-read (#639),to-read,,,,0,0
10100051,A Scanner Darkly,Philip K. Dick,"Dick, Philip K.",,"=""0547572174""","=""9780547572178""",0,4.03,Mariner Books Classics,Paperback,289,2011,1977,,2020/07/08,to-read,to-read (#638),to-read,,,,0,0
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.20,Grand Central Publishing,Paperback,345,2000,1993,,2020/07/08,to-read,to-read (#637),to-read,,,,0,0
118028,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441478123""","=""9780441478125""",0,4.10,Ace,Paperback,366,2010,1969,,2020/07/08,to-read,to-read (#636),to-read,,,,0,0
60931,Kindred,Octavia E. Butler,"Butler, Octavia E.",,"=""0807083690""","=""9780807083697""",0,4.31,Beacon Press,Paperback,288,2004,1979,,2020/07/08,to-read,to-read (#635),to-read,,,,0,0
1191620,Contact,Carl Sagan,"Sagan, Carl",,"=""0671434004""","=""9780671434007""",0,4.15,Simon & Schuster ,Hardcover,432,1985,1985,,2020/07/08,to-read,to-read (#634),to-read,,,,0,0
77566,"Hyperion (Hyperion Cantos, #1)",Dan Simmons,"Simmons, Dan",,"=""0553283685""","=""9780553283686""",0,4.27,Bantam Doubleday Dell Publishing Group,Mass Market Paperback,500,1990,1989,,2020/07/08,to-read,to-read (#633),to-read,,,,0,0
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",James Warhola,"=""""","=""""",0,3.92,Ace,Paperback,525,1991,1961,,2020/07/08,to-read,to-read (#632),to-read,,,,0,0
44767458,Dune (Dune #1),Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",0,4.29,Ace,Hardcover,658,2019,1965,,2020/07/08,to-read,to-read (#631),to-read,,,,0,0
1950052,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott",,"=""0812533569""","=""9780812533569""",0,4.31,Tor Books,Paperback,256,1985,1985,,2020/07/08,to-read,to-read (#630),to-read,,,,0,0
52111503,Antkind,Charlie Kaufman,"Kaufman, Charlie",,"=""0399589686""","=""9780399589683""",0,3.71,Random House,Hardcover,720,2020,2020,,2020/07/07,to-read,to-read (#629),to-read,,,,0,0
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.23,Crown Publishers,Hardcover,480,2011,2011,,2020/06/28,to-read,to-read (#628),to-read,,,,0,0
988800,The Vivisector,Patrick White,"White, Patrick",,"=""0670747394""","=""9780670747399""",0,4.06,Viking Adult,Hardcover,567,1970,1970,,2020/06/28,to-read,to-read (#627),to-read,,,,0,0
11299,After the Quake,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""""","=""""",4,3.77,Knopf Doubleday Publishing Group,Paperback,147,2003,2000,2020/06/25,2020/06/25,,,read,Una muy grata sorpresa. Cuatro de los seis cuentos me parecieron fantásticos. Volvería a leer este libro.,,,1,0
52898645,Afterlife,Julia Alvarez,"Alvarez, Julia",,"=""1643750259""","=""9781643750255""",0,3.70,Algonquin Books,Hardcover,256,2020,2020,,2020/06/25,to-read,to-read (#626),to-read,,,,0,0
32920226,"Sing, Unburied, Sing",Jesmyn Ward,"Ward, Jesmyn",,"=""""","=""""",0,4.00,Scribner,Hardcover,285,2017,2017,,2020/06/25,to-read,to-read (#625),to-read,,,,0,0
50608676,"Black Leopard, Red Wolf (The Dark Star Trilogy, #1)",Marlon James,"James, Marlon",,"=""0735220182""","=""9780735220188""",0,3.45,Riverhead Books,Paperback,640,2020,2019,,2020/06/25,to-read,to-read (#624),to-read,,,,0,0
6150357,The Edogawa Rampo Reader,Edogawa Rampo,"Rampo, Edogawa","Takayuki Tatsumi, Seth Jacobowitz","=""4902075253""","=""9784902075250""",0,4.23,Kurodahan Press,Paperback,292,2008,2008,,2020/06/25,to-read,to-read (#623),to-read,,,,0,0
24612118,Fates and Furies,Lauren Groff,"Groff, Lauren",,"=""1594634475""","=""9781594634475""",0,3.59,Riverhead Books,Hardcover,390,2015,2015,,2020/06/25,to-read,to-read (#622),to-read,,,,0,0
37004370,The Memory Police,Yōko Ogawa,"Ogawa, Yōko",Stephen    Snyder,"=""1101870605""","=""9781101870600""",0,3.70,Pantheon,Hardcover,274,2019,1994,,2020/06/25,to-read,to-read (#621),to-read,,,,0,0
49252315,"Five Preludes & a Fugue (Yeoyu, #1)",Cheon Heerahn,"Heerahn, Cheon",Emily Yae Won,"=""1911343580""","=""9781911343585""",0,4.06,Strangers Press,Paperback,42,2019,2016,,2020/06/25,to-read,to-read (#620),to-read,,,,0,0
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,"=""1400032717""","=""9781400032716""",2,3.89,Vintage,Paperback,226,2004,2003,,2009/01/20,,,read,"Segunda vez que leo este libro. Lo escogí esta vez porque quería algo ligero y agradable. Sólo recordaba que se trataba de un chico con autismo y que había un perro muerto. No recordaba la aburridísima repetición de los mismos detalles, una y otra vez, ni la historia tan mediocre. De tres estrellas bajó a dos. ",,,2,0
218859,Hallucinating Foucault,Patricia Duncker,"Duncker, Patricia",,"=""0375701850""","=""9780375701856""",5,3.99,Vintage,Paperback,192,1998,1996,2020/05/15,2020/05/06,favorite-list,favorite-list (#60),read,Homenaje al amor entre autor y lector. Definitivamente para ser leído de nuevo.,,,1,0
1286453,We Disappear,Scott Heim,"Heim, Scott",,"=""0061468975""","=""9780061468971""",5,3.59,Harper Perennial,Paperback,293,2008,2008,2020/06/19,2020/06/04,favorite-list,favorite-list (#59),read,"Wow, qué joya. Poético.",,,1,0
39851866,Como agua para chocolate,Laura Esquivel,"Esquivel, Laura",,"=""""","=""""",3,3.95,Debolsillo,Paperback,262,,1989,2020/06/19,2020/05/06,,,read,"Segunda vez que leo este libro. Necesitaba algo ligero, para leer de noche. Una historia bonita, sin mayores pretensiones. Sería mejor si hubiera tenido un buen editor.",,,1,0
68210,"Gilead (Gilead, #1)",Marilynne Robinson,"Robinson, Marilynne",,"=""031242440X""","=""9780312424404""",0,3.85,Picador ,Paperback,247,2006,2004,,2020/06/03,to-read,to-read (#619),to-read,,,,0,0
53003,Our Lady of the Flowers,Jean Genet,"Genet, Jean","Jean-Paul Sartre, Bernard Frechtman","=""1596541369""","=""9781596541368""",0,4.01,Olympiapress.com,Paperback,216,2004,1943,,2020/06/17,to-read,to-read (#618),to-read,,,,0,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",0,4.42,Ballantine Books,Hardcover,384,2014,2011,,2020/06/17,to-read,to-read (#617),to-read,,,,0,0
44318414,The Dutch House,Ann Patchett,"Patchett, Ann",,"=""0062963678""","=""9780062963673""",3,4.10,Harper,Hardcover,337,2019,2019,2020/06/18,2020/05/06,,,read,"Finally I managed to finish this book. It's very well written, I give you that, but I found it plodding in the middle. It would have made a magnificent novella. ",,,1,0
11336254,Bubbles: Spheres I,Peter Sloterdijk,"Sloterdijk, Peter",Wieland Hoban,"=""1584351047""","=""9781584351047""",0,4.30,Semiotext(e),Hardcover,664,2011,1998,,2020/06/16,to-read,to-read (#616),to-read,,,,0,0
295,Treasure Island,Robert Louis Stevenson,"Stevenson, Robert Louis",N.C. Wyeth,"=""0753453800""","=""9780753453803""",0,3.85,Kingfisher,Hardcover,352,2001,1882,,2020/06/15,to-read,to-read (#615),to-read,,,,0,0
5326,A Christmas Carol,Charles Dickens,"Dickens, Charles",Joe L. Wheeler,"=""1561797464""","=""9781561797462""",0,4.09,Bethany House Publishers ,Paperback,184,1999,1843,,2020/06/15,to-read,to-read (#614),to-read,,,,0,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann","Hilda Rosner, Zigmantas Ardickas","=""""","=""""",0,4.08,Bantam Books,Mass Market Paperback,152,1981,1922,,2020/06/15,to-read,to-read (#613),to-read,,,,0,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",0,3.81,Scribner,Hardcover,96,1996,1952,,2020/06/15,to-read,to-read (#612),to-read,,,,0,0
17899948,Rebecca,Daphne du Maurier,"Maurier, Daphne du",,"=""0316323705""","=""9780316323703""",0,4.25,"Little, Brown and Company",Kindle Edition,449,2013,1938,,2020/06/15,to-read,to-read (#611),to-read,,,,0,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,3.89,Penguin Books,Paperback,107,2002,1937,,2020/06/15,to-read,to-read (#610),to-read,,,,0,0
70277,Super-Cannes,J.G. Ballard,"Ballard, J.G.",,"=""0312306091""","=""9780312306090""",0,3.71,Picador,Paperback,400,2002,2000,,2020/06/15,to-read,to-read (#609),to-read,,,,0,0
2147915,Blind Argus: Or the Fables of the Memory,Gesualdo Bufalino,"Bufalino, Gesualdo",Patrick Creagh,"=""0002710161""","=""9780002710169""",0,4.02,Collins Harvill,Hardcover,175,1989,1989,,2020/06/15,to-read,to-read (#608),to-read,,,,0,0
1701557,The Plague Sower,Gesualdo Bufalino,"Bufalino, Gesualdo",,"=""0941419134""","=""9780941419130""",0,4.01,Eridanos Press ,Paperback,214,1988,1981,,2020/06/15,to-read,to-read (#607),to-read,,,,0,0
25176270,Perorata del apestado & Argos el ciego,Gesualdo Bufalino,"Bufalino, Gesualdo",Joaquín Jordá Catalá,"=""8433927779""","=""9788433927774""",0,4.14,Anagrama,Kindle Edition,354,2013,2013,,2020/06/15,to-read,to-read (#606),to-read,,,,0,0
8621462,A Monster Calls,Patrick Ness,"Ness, Patrick","Jim Kay, Siobhan Dowd","=""1406311529""","=""9781406311525""",3,4.35,Walker Books,Hardcover,226,2011,2011,2020/04/19,2020/04/19,,,read,,,,1,0
38819868,"My Sister, the Serial Killer",Oyinkan Braithwaite,"Braithwaite, Oyinkan",,"=""0385544235""","=""9780385544238""",3,3.64,Doubleday,Hardcover,226,2018,2018,2020/06/15,2020/04/15,,,read,"Tiene lo suyo. Definitivamente debería haber sido considerado para el Booker Prize. La historia no es muy verosímil, pero a quién le importa eso. ",,,1,0
404516,Thomas the Obscure,Maurice Blanchot,"Blanchot, Maurice",Robert Lamberton,"=""0882680765""","=""9780882680767""",0,4.06,Station Hill Press,Paperback,124,1995,1941,,2020/06/15,to-read,to-read (#605),to-read,,,,0,0
7094493,The Strange Case of the Composer and His Judge,Patricia Duncker,"Duncker, Patricia",,"=""1608192032""","=""9781608192038""",0,2.88,Bloomsbury USA,Paperback,262,2010,2010,,2020/06/15,to-read,to-read (#604),to-read,,,,0,0
22929659,Sophie and the Sibyl,Patricia Duncker,"Duncker, Patricia",,"=""1632860643""","=""9781632860644""",0,3.39,Bloomsbury,Hardcover,304,2015,2015,,2020/06/15,to-read,to-read (#603),to-read,,,,0,0
40727599,Imagine Me Gone,Adam Haslett,"Haslett, Adam",,"=""031626136X""","=""9780316261364""",0,3.69,"Little, Brown and Company",Kindle Edition,369,2016,2016,,2020/06/15,to-read,to-read (#602),to-read,,,,0,0
22734091,The Strange Case of Rachel K,Rachel Kushner,"Kushner, Rachel",,"=""0811224228""","=""9780811224222""",0,3.52,New Directions,Kindle Edition,96,2015,2015,,2020/06/15,to-read,to-read (#601),to-read,,,,0,0
2495094,Telex from Cuba,Rachel Kushner,"Kushner, Rachel",,"=""141656103X""","=""9781416561033""",0,3.58,Scribner,Hardcover,322,2008,2008,,2020/06/15,to-read,to-read (#600),to-read,,,,0,0
15803141,The Flamethrowers,Rachel Kushner,"Kushner, Rachel",,"=""1439142009""","=""9781439142004""",0,3.51,Scribner,Hardcover,383,2013,2013,,2020/06/15,to-read,to-read (#599),to-read,,,,0,0
264270,Saved from Drowning,Scott Heim,"Heim, Scott",,"=""0943795249""","=""9780943795249""",0,4.19,Chiron Review Pr,,45,1993,1993,,2020/06/15,to-read,to-read (#598),to-read,,,,0,0
264255,In Awe,Scott Heim,"Heim, Scott",,"=""0060929200""","=""9780060929206""",0,3.62,Harperflamingo,Paperback,304,1998,1997,,2020/06/15,to-read,to-read (#597),to-read,,,,0,0
17824793,The Year of the Runaways,Sunjeev Sahota,"Sahota, Sunjeev",,"=""1447241649""","=""9781447241645""",0,3.87,Picador,Hardcover,468,2015,2015,,2020/06/13,to-read,to-read (#596),to-read,,,,0,0
26883528,Hot Milk,Deborah Levy,"Levy, Deborah",,"=""1620406691""","=""9781620406694""",0,3.49,Bloomsbury USA,Hardcover,218,2016,2016,,2020/06/13,to-read,to-read (#595),to-read,,,,0,0
25694617,His Bloody Project: Documents Relating to the Case of Roderick Macrae,Graeme Macrae Burnet,"Burnet, Graeme Macrae",,"=""1910192147""","=""9781910192146""",0,3.90,Contraband,Paperback,282,2015,2015,,2020/06/13,to-read,to-read (#594),to-read,,,,0,0
23453099,Eileen,Ottessa Moshfegh,"Moshfegh, Ottessa",,"=""1594206627""","=""9781594206627""",0,3.56,Penguin Press,Hardcover,260,2015,2015,,2020/06/13,to-read,to-read (#593),to-read,,,,0,0
25893709,"My Name Is Lucy Barton (Amgash, #1)",Elizabeth Strout,"Strout, Elizabeth",,"=""1400067693""","=""9781400067695""",0,3.60,Random House,Hardcover,193,2016,2016,,2020/06/13,to-read,to-read (#592),to-read,,,,0,0
32388712,The Ministry of Utmost Happiness,Arundhati Roy,"Roy, Arundhati",,"=""067008963X""","=""9780670089635""",0,3.55,Hamish Hamilton,Hardcover,445,2017,2017,,2020/06/13,to-read,to-read (#591),to-read,,,,0,0
28390369,Swing Time,Zadie Smith,"Smith, Zadie",,"=""0241144159""","=""9780241144152""",0,3.56,Hamish Hamilton,Hardcover,453,2016,2016,,2020/06/13,to-read,to-read (#590),to-read,,,,0,0
30688435,Exit West,Mohsin Hamid,"Hamid, Mohsin",,"=""0735212171""","=""9780735212176""",0,3.74,Riverhead,Hardcover,231,2017,2017,,2020/06/13,to-read,to-read (#589),to-read,,,,0,0
35711376,Elmet,Fiona Mozley,"Mozley, Fiona",,"=""1473660548""","=""9781473660540""",0,3.78,JM Originals,Paperback,311,2017,2017,,2020/06/13,to-read,to-read (#588),to-read,,,,0,0
30183198,History of Wolves,Emily Fridlund,"Fridlund, Emily",,"=""0802125875""","=""9780802125873""",0,3.40,Grove Atlantic,Hardcover,288,2017,2017,,2020/06/13,to-read,to-read (#587),to-read,,,,0,0
34146665,Reservoir 13,Jon McGregor,"McGregor, Jon",,"=""1936787709""","=""9781936787708""",0,3.55,Catapult,Paperback,291,2017,2017,,2020/06/13,to-read,to-read (#586),to-read,,,,0,0
33621427,Home Fire,Kamila Shamsie,"Shamsie, Kamila",,"=""0735217688""","=""9780735217683""",0,4.02,Riverhead Books,Hardcover,276,2017,2017,,2020/06/13,to-read,to-read (#585),to-read,,,,0,0
35659255,The Long Take,Robin   Robertson,"Robertson, Robin",,"=""1509846883""","=""9781509846887""",0,3.83,Picador,Hardcover,237,2018,2018,,2020/06/13,to-read,to-read (#584),to-read,,,,0,0
22237161,The Sellout,Paul Beatty,"Beatty, Paul",,"=""0374260508""","=""9780374260507""",0,3.75,"Farrar, Straus and Giroux",Hardcover,289,2015,2015,,2020/06/13,to-read,to-read (#583),to-read,,,,0,0
20893314,A Brief History of Seven Killings,Marlon James,"James, Marlon",,"=""159448600X""","=""9781594486005""",0,3.89,Riverhead Books,Hardcover,688,2014,2014,,2020/06/13,to-read,to-read (#582),to-read,,,,0,0
17333230,The Luminaries,Eleanor Catton,"Catton, Eleanor",,"=""0316074314""","=""9780316074315""",0,3.75,"Little, Brown and Company",Hardcover,848,2013,2013,,2020/06/13,to-read,to-read (#580),to-read,,,,0,0
17905709,The Narrow Road to the Deep North,Richard Flanagan,"Flanagan, Richard",,"=""""","=""""",0,4.03,Vintage Australia,Paperback,467,2013,2013,,2020/06/13,to-read,to-read (#581),to-read,,,,0,0
13507212,"Bring Up the Bodies (Thomas Cromwell, #2)",Hilary Mantel,"Mantel, Hilary",,"=""""","=""""",0,4.30,"Henry Holt & Company, Inc.",Hardcover,412,2012,2012,,2020/06/13,to-read,to-read (#579),to-read,,,,0,0
1321926,The Tokyo Zodiac Murders,Sōji Shimada,"Shimada, Sōji","Shika MacKenzie, Ross MacKenzie","=""4925080814""","=""9784925080811""",0,3.88,IBC Books,Hardcover,252,2005,1981,,2020/06/13,to-read,to-read (#578),to-read,,,,0,0
468488,The Trick is to Keep Breathing,Janice Galloway,"Galloway, Janice",,"=""1564780813""","=""9781564780812""",0,3.83,Dalkey Archive Press,Paperback,236,2015,1989,,2020/06/13,to-read,to-read (#577),to-read,,,,0,0
63030,Distant Star,Roberto Bolaño,"Bolaño, Roberto",Chris    Andrews,"=""0811215865""","=""9780811215862""",0,3.92,New Directions,Paperback,150,2004,1996,,2020/06/13,to-read,to-read (#576),to-read,,,,0,0
321950,Blood and Guts in High School,Kathy Acker,"Acker, Kathy",,"=""080213193X""","=""9780802131935""",0,3.46,Grove Press,Paperback,165,1984,1984,,2020/06/13,to-read,to-read (#575),to-read,,,,0,0
210255,Against Nature,Joris-Karl Huysmans,"Huysmans, Joris-Karl","Patrick McGuiness, Robert Baldick","=""0140447636""","=""9780140447637""",0,3.80,Penguin Classics,Paperback,288,2004,1884,,2020/06/13,to-read,to-read (#574),to-read,,,,0,0
438078,Victory,Joseph Conrad,"Conrad, Joseph",Robert Hampson,"=""0140189785""","=""9780140189780""",0,3.84,Penguin Classics,Paperback,410,1995,1915,,2020/06/13,to-read,to-read (#573),to-read,,,,0,0
133518,The Things They Carried,Tim O'Brien,"O'Brien, Tim",,"=""0767902890""","=""9780767902892""",0,4.14,Broadway,Paperback,246,1998,1990,,2020/06/13,to-read,to-read (#572),to-read,,,,0,0
6670287,The Collected Stories of Lydia Davis,Lydia Davis,"Davis, Lydia",,"=""0374270600""","=""9780374270605""",0,4.23,"Farrar, Straus and Giroux",Hardcover,733,2009,2009,,2020/06/13,to-read,to-read (#571),to-read,,,,0,0
4406,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0142000655""","=""9780142000656""",0,4.43,Penguin Books,Paperback,601,2002,1952,,2020/06/13,to-read,to-read (#570),to-read,,,,0,0
88884,The City and the Pillar,Gore Vidal,"Vidal, Gore",,"=""1400030374""","=""9781400030378""",0,3.83,Vintage,Paperback,207,2003,1948,,2020/06/13,to-read,to-read (#569),to-read,,,,0,0
96200,"At Swim, Two Boys",Jamie O'Neill,"O'Neill, Jamie",,"=""0743222954""","=""9780743222952""",0,4.10,Scribner,Paperback,562,2003,2001,,2020/06/13,to-read,to-read (#568),to-read,,,,0,0
86062,The Naked Civil Servant,Quentin Crisp,"Crisp, Quentin",Michael Holroyd,"=""0141180536""","=""9780141180533""",0,4.04,Penguin Classics,Paperback,212,1997,1968,,2020/06/13,to-read,to-read (#567),to-read,,,,0,0
